Acessos;CorFolhaApical;CorPeciolo;CorFolhaDesenv;CorNerv;CorCortexCaule;CorExternaCaule;CorEpidCaule;CorRamosTerm;CorExternaRzs;CorCortexRzs;CorPolpaRzs;NLobulos;Pubescencia;FormaLobuloCentral;PosicaoPeciolo;Sinuosidade;ComprEstip;HabCrescCaule;TipoPlan;MargEstip;HabRamif;NiveisRam;ProemCicatrizesFolhas;FormaRzs;TxtEpidermeRzs;PresPedunculoRzs;PosicaoRzs;Flowering;DestqPelicRz;DestqCortexRz;ConstrRzs;ComprFilotaxia;AnguloRamif;ComprLobulo;LargLobulo;RelComprLar;ComprPeciolo;EspEntreCasca;ComprMedRzs;DiamMedRzs;HCNPic;NR;PA;DRY;DMCsg;PTR;PPA;IC;AP
303;BGM-0294;5;1;5;3;2;3;4;3;4;1;1;3;0;5;3;3;5;1;2;1;3;2;2;2;7;5;2;0;4;3;2;5;90;14.34;3.44;4.189697232;19.44;1.65;20.29166667;49.03333333;3.52508755488252;3.352344626702;3.73150053557762;4.75075673132429;34.0031020315232;11.4033193861902;14.0219800761673;43.1436475087813;1.65069945880202
305;BGM-0297;7;1;5;3;3;7;2;3;3;1;1;5;1;5;3;3;5;1;1;1;1;0;1;1;7;3;3;0;3;3;1;5;0;16.72;5.12;3.266321549;22.82;1.81;20.33333333;56.04;3.01752485315157;3.87725194932763;2.29849819056585;4.67121671479078;34.2879216136293;12.9066521871613;21.1448057985899;39.0866404031294;2.01482699863047
323;BGM-0327;5;3;5;3;3;9;4;3;4;4;3;5;0;5;3;7;5;1;2;1;2;2;2;3;7;3;3;0;3;3;2;5;100;10.96;2.94;3.734811695;15.2;2.94;20.55555556;41.89111111;6.70727944481138;2.46311349908423;3.93512454094097;4.53948535739894;36.9823043288912;12.026758817878;18.0803771743142;36.3617441013166;2.07637509479672
330;BGM-0340;5;3;5;3;3;3;4;5;3;3;1;5;1;2;3;3;5;1;1;1;2;1;2;2;7;5;3;0;4;3;2;5;70;10.68;3.22;3.354536914;19.22;1.266666667;27.36111111;45.29027778;8.0537223844826;4.01190634461825;3.01118911002309;4.75677355648772;33.7826999462829;13.1621376615958;17.9680112448668;40.5019969926559;1.91773172518681
338;BGM-0357;7;7;5;5;2;5;2;5;4;1;1;3;1;2;3;3;3;2;1;1;2;3;2;2;7;3;2;1;3;3;2;3;100;17.52;5.84;3.001028433;20.92;2.46;30.16666667;74.71666667;3.66162042865286;4.0745794809495;3.9218979566768;4.83715187554043;32.7979049055032;17.1155545269936;13.0067181675215;54.8535910856932;1.69287311405185
346;BGM-0366;5;5;5;3;3;9;3;3;4;1;1;5;0;5;3;7;5;1;1;1;2;1;2;2;7;5;3;0;4;3;2;5;90;10.1;2.66;3.792060564;12.02;2.966666667;25.08333333;62.0325;8.06786069375194;4.09550148544206;3.85213415123855;6.3302353698708;34.6756057461843;21.2937249773426;25.0477248387516;44.4407166933326;1.92818753577937
356;BGM-0383;5;7;5;3;3;6;3;5;4;2;1;3;1;2;3;3;5;1;2;1;3;2;2;3;7;3;3;1;4;7;1;5;120;10.34;3.72;2.779532164;10.8;3.113333333;22.66666667;54.17333333;3.80965615424977;4.03559442651072;4.28275267937663;3.8213909165765;36.4953408925894;9.98632520720511;11.2529633750229;49.780373362636;1.64592692627692
376;BGM-0413;3;5;5;5;3;9;4;5;3;1;1;5;1;5;3;3;5;1;2;1;2;3;2;1;7;5;2;1;4;3;3;7;90;9.9;2.84;3.494573141;12.8;2.246666667;27.20833333;66.05333333;7.43288750377864;2.67671299338485;3.38972617240017;4.45681626497276;34.5328810346596;11.9402156144572;14.9128734099536;42.0953837056863;1.87114959678663
383;BGM-0423;3;5;5;3;3;9;3;3;4;1;1;5;1;5;3;7;5;1;1;1;3;1;2;2;7;3;3;0;3;3;3;5;90;17.68;5.32;3.350119886;25.02;2.796666667;24.83333333;59.83916667;3.75111916977714;3.12972933151928;3.65457984090111;5.63091208778065;31.9555900576479;18.462844794577;18.5725666643258;46.1183723011487;1.79285191479866
393;BGM-0437;7;5;5;3;2;6;1;5;2;1;1;5;1;9;1;3;5;1;4;1;1;0;2;2;3;5;2;0;3;3;1;3;0;13.2;2.42;5.465272209;22.36;1.536666667;21.77777778;45.36888889;4.17364669045923;4.52025909118073;3.4244487848898;3.40093424637475;33.5585261705453;7.33679355706307;9.83124130385304;45.9619297010769;1.65647643860133
409;BGM-0461;5;5;5;3;3;3;4;5;4;3;1;5;1;5;7;7;5;1;2;1;2;3;2;3;7;3;3;1;3;3;3;5;100;15.14;4.36;3.485716925;17.44;2.256666667;22.41666667;50.1475;3.15780861577895;3.15648979031203;3.90659592364337;3.86592514956516;34.2220618545977;9.57865395256695;18.6602136687769;27.028540197521;1.7822043303508
419;BGM-0472;5;5;5;3;3;9;3;5;4;1;3;3;0;5;1;3;5;1;2;1;2;2;2;2;7;5;3;0;3;5;2;5;100;16.56;4.34;3.821613097;25.92;5;23.54166667;63.7;8.15083375568566;3.85470708606723;3.95904377188957;7.16118580283481;37.4300217643574;21.3013268389992;19.0189300007975;52.0063841538663;2.00667430585165
427;BGM-0484;9;3;5;3;3;9;3;3;4;1;1;5;1;2;3;7;5;1;1;1;2;0;2;1;7;5;3;0;3;3;1;5;100;11.26;3.9;2.889949166;17.74;2.136666667;25.5;65.03416667;4.2936937535165;3.56798788471632;2.69159428012927;6.70063029870484;34.5113875780629;22.9072105431026;21.0125636046169;49.8967761500938;2.35096742967751
430;BGM-0494;5;5;5;3;3;7;2;5;1;3;1;5;1;2;3;7;5;1;1;1;2;2;2;2;3;5;3;0;3;7;2;5;90;11.2;3.48;3.22561703;15.3;2.496666667;23.33333333;63.11333333;2.82091622873362;3.92057415079398;3.03791568386122;5.86964990313255;32.0003006195099;17.1169424900816;18.949667597482;47.718538336054;2.02477753714456
431;BGM-0495;5;3;5;3;2;5;4;5;4;3;1;5;1;5;7;7;5;1;2;1;2;2;2;3;7;3;3;1;3;3;2;5;100;14.38;3.78;3.809655388;16.2;2.14;22.58333333;49.68583333;3.9362965247127;2.84871191115756;3.61315526411743;4.69499592225717;35.6450234942217;12.1399422108401;17.2830332833227;35.6666417744604;1.88953556158165
442;BGM-0509;7;3;5;3;2;7;1;5;2;1;1;3;1;5;3;3;5;1;4;1;1;0;2;2;3;5;2;0;3;5;1;7;0;14.66;3.58;4.092277753;20.96;1.716666667;21.55555555;45.87111111;7.85020677948608;3.31672193256688;2.670026281615;3.38414640035066;32.030126858375;8.40092655564764;12.6667234198657;30.3587342353466;2.21713638510864
446;BGM-0514;3;3;5;3;3;9;2;3;4;1;1;5;1;9;7;3;5;1;1;1;2;0;2;2;7;5;3;0;3;3;1;5;90;16.16;2.96;5.687536321;19.68;3.053333333;27.58333333;61.30083333;3.41222377562242;4.57014245295419;2.0250808365468;4.89323257414762;32.6511052041633;22.0532233695789;23.6690514826768;46.8308075227324;2.2621953856449
449;BGM-0521;5;3;5;3;3;9;3;5;4;1;1;5;1;5;7;7;5;1;1;1;2;2;2;3;7;5;3;1;4;3;3;5;80;12.22;3.46;3.527685385;15.24;2.436666667;23.5;63.76666667;7.46584821847153;4.45816236140732;3.49910183967841;5.99658844123372;34.7685607153712;17.5081945775817;17.129993791361;49.2173951609365;2.02013504765677
457;BGM-0540;3;5;5;3;3;6;1;5;1;3;1;3;1;5;3;7;5;1;3;1;2;2;2;2;3;3;3;1;4;7;3;7;90;14.88;4.82;3.090060628;19.8;3.49;27;83.71666667;3.94729319877241;3.50736656743966;3.59546556035036;5.37845879779859;33.4984742204395;17.9314155032527;17.4800803937994;45.507416865446;1.94055257124548
500;BGM-0606;5;5;5;5;3;3;3;5;3;1;1;5;1;5;3;3;5;1;1;1;3;1;2;1;7;5;3;0;4;3;2;5;80;13.16;3.7;3.561073548;17.36;2.59;23.95833333;69.555;3.18632416827809;4.1528260932112;3.59224215438959;5.55934919241682;34.4122981646331;18.2622408422756;16.4347598332942;51.5419285569177;1.76087330749461
503;BGM-0609;7;7;5;3;3;9;2;5;3;1;1;5;0;5;7;7;5;1;1;1;2;1;1;2;7;5;2;0;4;3;2;5;90;13;4.02;3.23656766;19.26;2.096666667;16.55555556;51.23333333;4.46438969036255;3.15888093823745;3.7508161406697;5.32754034890426;35.928990544277;10.5064369675487;16.9067741110576;33.1362934767559;2.09110613929008
504;BGM-0610;9;7;5;3;2;5;4;5;3;1;1;5;1;4;3;7;5;1;1;1;2;3;2;3;7;5;3;1;4;7;3;3;90;12.72;3.8;3.3624954;13.52;2.316666667;24.33333333;65.73666667;4.74087175197526;4.03559442651072;4.07847697440815;4.23233157617749;33.4500719597093;13.9334697290174;12.3820546007461;56.8901555347858;1.65185190076434
522;BGM-0639;3;3;5;3;3;7;1;3;1;1;1;5;1;2;3;3;5;1;2;1;2;1;2;3;3;5;3;0;4;3;3;5;80;10.38;4.92;2.113060524;20.08;3.833333333;25.77777778;56.72111111;8.000158413501;3.44814138358477;2.85206616961312;6.08845025284048;35.7804792595732;17.6172509269319;19.2954345430854;44.4174941136465;1.70811489826105
540;BGM-0661;5;5;5;3;3;9;3;5;4;1;2;5;1;5;3;3;5;1;2;1;3;2;2;2;7;5;3;0;3;3;2;5;100;13.62;3.68;3.701957397;20.62;2.82;35.29166667;73.92583333;8.14115154264673;3.84349975778627;3.90394127323731;6.42126957900868;36.5963217891808;22.1756611432641;25.0559744206724;44.4544053668907;1.88353701681475
543;BGM-0665;5;2;5;3;3;9;3;3;4;1;1;5;1;5;7;7;5;1;1;1;2;0;2;2;7;5;3;0;4;3;3;5;90;11.84;3.06;3.877223851;13.92;2.27;26.83333333;70.90416667;8.08668309917548;4.50677684357804;2.25920566625919;6.2117771253534;37.3239101887357;20.6771933060124;30.7164201732333;40.256165759806;2.28121019253114
558;BGM-0685;7;1;5;3;2;5;4;3;4;2;2;5;0;5;7;7;5;1;2;1;2;1;2;2;7;3;3;1;4;3;1;5;100;12.58;3.96;3.182520446;18;3.426666667;30.125;76.46166667;7.74097538337869;3.44400433723734;4.33692786180242;4.50418238909437;36.9566795490673;13.4334922542163;17.8950478860017;39.4284576806403;1.58614717051219
562;BGM-0697;5;3;5;3;3;9;3;3;4;1;1;7;1;5;5;3;5;1;2;1;2;1;2;2;7;5;3;0;4;3;2;5;90;12.04;4.2;2.872627925;19.66;2.32;32.04166667;60.68916667;8.08668309917548;5.59248688602681;4.08003979531932;5.93697721500694;35.6474003176142;23.7052880752196;21.1868340619599;50.9490013889238;1.94122319296057
583;BGM-0752;7;5;5;5;3;8;2;7;3;2;3;5;1;5;3;3;5;1;2;1;3;1;2;3;7;3;3;1;3;3;1;7;100;13.32;2.76;4.829430285;16.26;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.54196005663819;4.07700527295362;33.4263945636157;9.74795803889252;13.312624538253;30.7390263200739;1.93765633405461
588;BGM-0779;7;7;3;3;1;3;4;5;3;2;3;5;0;5;7;7;5;1;1;1;2;3;2;2;7;5;2;1;4;3;1;5;90;16.02;4.36;3.675264271;20.94;3.89;24.20833333;58.08166667;6.87135119451025;5.54840540741739;3.91458518334804;4.871867864929;35.0905813333078;15.9318242744112;16.8343376834516;46.9057876012737;1.8895281436972
602;BGM-0806;3;3;5;3;3;9;3;3;4;4;1;5;0;5;3;3;5;1;2;1;2;2;2;2;7;5;3;0;3;3;1;5;110;11.36;3.74;3.043793684;18;2.586666667;28.45833333;62.70833333;3.39275037121773;2.97166397375033;4.15131875041867;5.12974342534452;34.1054671766073;13.604080621385;15.7385326529251;40.4282548473609;1.88061463246732
619;BGM-0829;5;2;5;3;3;7;1;3;1;3;1;5;1;5;3;7;5;1;2;1;2;1;2;4;3;3;3;0;4;3;2;5;100;14.6;3.54;4.138018557;20.06;2.35665841452208;26.374466558463;58.7035885462208;6.18753892481935;4.03559442651072;3.61510697608854;4.88067989239277;32.8346968542224;14.5632813759734;16.9596305136644;46.7926865253286;1.65769150869756
620;BGM-0830;5;5;5;3;3;8;2;5;1;1;1;5;1;5;3;7;5;1;1;1;2;2;2;2;3;5;2;0;4;3;1;5;90;19.28;5.88;3.285380264;33.42;2.186666667;27.91666667;54.04833333;3.76742459360077;3.69948509877458;2.92683333692831;4.49143701343178;33.1721759817477;15.078518132753;16.8460654520831;47.3062903983337;1.94541955568368
626;BGM-0842;7;3;5;3;3;8;1;5;1;1;1;5;1;5;3;7;5;1;1;1;1;0;1;4;3;0;3;0;4;3;3;5;0;9.34;3.48;2.687042355;11.02;2.493333333;22;68.49777778;6.54756118367197;3.34632513989157;2.89665475941681;4.72927189057785;33.9233047448961;14.3864554141658;15.506416338038;46.8092269460009;1.61756147391177
640;BGM-0859;5;7;5;5;3;9;3;7;4;1;1;5;1;5;3;7;5;1;2;1;3;1;2;2;7;3;3;0;4;3;2;5;110;14.54;3.98;3.655928597;19.18;2.18;21.20833333;54.58166667;3.52267266840103;4.92708892696352;3.43567327876145;5.25047575647708;36.7897941774509;16.8586928501046;20.0718140680291;46.4320061478375;2.02766707590541
647;BGM-0872;5;3;5;3;3;9;2;5;4;2;3;7;0;5;3;3;5;1;1;1;2;1;1;1;7;5;3;0;4;3;3;5;80;14.74;4.42;3.347812677;23.16;2.423333333;26.41666667;70.39666667;5.89732281911195;3.29372312958398;3.21628511709059;4.96513179281298;32.658429602644;16.9674258932615;14.8143562754746;53.7177354540703;1.81506858460598
652;BGM-0878;9;5;5;3;2;3;4;5;2;2;3;3;0;5;3;3;5;1;1;1;3;1;2;2;3;5;3;1;4;7;3;7;100;13.52;4.26;3.186071362;16.4;2.263333333;28;57.935;8.09582306029397;3.24454151063157;4.11948853092639;6.21528722184035;36.2466027101858;15.9418578275926;13.8026184906519;51.28189601849;1.60304883443516
656;BGM-0885;7;3;5;3;2;7;2;5;4;3;2;5;1;5;1;3;5;2;1;1;3;2;1;4;7;5;3;1;4;3;3;3;90;14.6;3;4.868281372;15.68;1.44;37.33333333;58.53333333;4.39065798108539;4.077057979827;3.47273704610517;4.93579508894731;30.9574871109225;23.1727413555545;14.987767360028;57.4658294482089;1.99223297695699
663;BGM-0893;5;1;5;3;2;5;4;3;4;2;3;3;1;5;3;7;5;1;2;1;3;1;2;3;7;3;2;0;3;3;3;5;110;12.48;3.3;3.784141222;19.22;1.566666667;10.06666667;57.63333333;7.11214459653149;3.34624403072119;3.70309481142507;5.90002538606608;35.4200999971579;18.9086113184761;19.1147032300269;47.1852253642284;1.96309766477765
671;BGM-0903;5;7;5;3;2;5;3;5;4;1;1;5;0;5;1;3;5;1;3;1;2;3;2;3;7;5;3;0;4;3;2;7;90;15.64;2.78;5.666385642;20.4;2.763333333;21.91666667;64.9225;8.06714500606704;4.34197614417744;2.8600078679015;6.57801672917464;36.105988496354;21.3749597125005;20.555699631485;51.3499918277312;2.23943735174535
677;BGM-0912;3;2;5;3;3;9;3;3;3;2;2;5;0;5;3;3;5;1;2;1;2;2;1;2;7;3;3;0;3;3;1;5;110;11.06;3.76;2.935409892;21.66;2.353333333;20.33333333;65.79333333;7.92142180354263;2.94139741281647;3.9721172977555;4.26746974605607;34.6491661764614;10.5922816931054;10.8302109269899;36.7530626988631;1.61135629457816
694;BGM-0934;5;1;5;3;3;9;3;3;4;1;1;7;1;2;3;3;5;1;2;1;1;0;1;2;7;5;3;0;4;3;1;7;0;19.22;6.76;2.848198657;30.66;2.396666667;27.89583333;63.18583333;8.03181092769069;5.51883756217822;3.73775824330246;6.72397063368484;36.0974565592331;21.9328781732573;22.3753803992897;50.7271455029578;2.08167933024229
702;BGM-0944;5;5;5;3;1;5;3;3;4;4;3;5;0;5;3;7;5;1;1;1;2;2;1;2;7;5;3;0;3;3;1;5;90;13.4;3.64;3.682525431;18.62;3.6;29.83333333;81.78666667;7.9336650577693;4.03559442651072;2.88425429903927;6.6521876093622;35.5320707991336;23.2230754612798;24.5825137605623;45.1914632283821;2.20257096144204
703;BGM-0945;5;5;5;3;3;9;3;5;4;2;3;3;0;5;7;7;5;1;1;1;3;3;2;2;7;0;2;1;3;3;1;5;90;13.62;3.38;4.035099034;16.66;2.183333333;24.72916667;56.33833333;8.1087354072281;3.58512899680462;3.42329869265099;4.78757043228086;34.9007414174194;13.5006267583549;22.1443816510669;36.5439014937527;2.25888088763146
706;BGM-0948;3;1;5;3;2;3;4;3;4;1;1;5;0;5;7;7;5;1;1;1;2;2;2;2;7;5;3;0;3;3;1;5;90;16.84;3.68;4.59929759;23.04;1.893333333;20.20833333;53.42166667;8.03181092769069;3.93314464452554;3.68666973376874;5.12594839378725;35.6931644906297;15.0920379985542;20.5837646503177;36.8249012546566;2.16845979478148
710;BGM-0953;3;7;5;3;3;6;2;5;2;2;3;5;0;5;7;7;5;1;1;1;2;2;2;3;3;3;3;0;4;3;2;7;90;13.36;4.62;2.926707254;19.52;2.693333333;19.29166667;59.64666667;7.80222031846695;3.96563948734531;3.44056246744079;5.8156274434031;35.0686396150171;18.6202500423203;27.0273207776956;37.6029739771686;2.35864527499822
718;BGM-0962;5;2;5;3;3;7;1;3;1;2;3;5;0;5;7;3;5;1;2;1;2;2;2;2;3;5;3;0;4;3;3;5;90;12.44;3.68;3.381592638;16.02;3.183333333;17.22916667;71.7225;8.10298398978342;4.14913977620989;3.3575750746556;5.64102474703321;33.2890896926007;18.6599569841167;23.7778608952792;40.2242570949262;2.07678457608999
722;BGM-0967;7;5;5;3;3;9;3;5;3;2;2;5;0;5;7;7;5;1;1;1;1;0;2;4;7;3;3;1;3;3;3;5;0;16;3.66;4.384346522;17.48;2.566666667;18.66666667;56.93916667;5.59348011897749;3.52218045592258;2.32340874111072;5.51740951301041;36.3063170225423;16.3542117267768;20.7279130936946;44.0957776431539;2.19137541852067
729;BGM-0976;9;5;5;5;1;3;4;5;3;2;3;5;0;5;3;7;5;1;1;1;2;2;2;2;7;5;2;0;4;3;2;5;100;11.68;3.78;3.092807468;14.5;2.806666667;23.79166667;54.18333333;7.97147992070682;4.01472833970237;3.87015744660663;4.68899064704316;36.336273561323;11.934667040544;11.2816089498108;51.2767137806538;1.61307463607254
730;BGM-0977;7;5;3;5;3;8;3;3;4;2;1;5;1;5;1;7;3;1;1;1;2;3;1;1;7;0;2;0;3;3;2;7;80;10.32;3.2;3.232546083;11.04;2.143333333;22.83333333;81.79666667;7.91419000285762;4.40205447123045;3.77548278564616;6.55996173818862;36.8765617377891;19.9343838378524;22.563218723207;44.5145493337003;2.11339328540411
763;BGM-1037;7;7;5;5;3;9;4;5;4;1;1;5;0;2;3;3;5;1;1;1;2;2;2;2;7;5;3;0;4;5;1;7;90;13.74;5.12;2.687207581;27.88;2.003333333;27.66666667;45.50333333;6.16405530317744;4.03746839062538;2.94593514838535;7.4429149131065;37.2034226773524;25.6456413778617;25.1900494539706;48.4856257121067;2.03653899782838
767;BGM-1043;5;3;5;3;3;5;3;5;4;3;3;5;0;5;7;3;5;1;2;1;2;2;2;1;7;5;3;0;3;3;1;5;90;10.6;3.48;3.0587074;15.6;3.59;28.05555555;56.90333333;7.46769195273596;3.07064459024094;4.54556053501096;4.96402061027153;36.8257147265116;14.7118827332302;29.0906040852796;30.6921444008767;1.99746856828285
776;BGM-1068;5;5;5;3;3;9;3;5;4;3;1;5;0;2;3;3;5;1;2;1;2;2;2;2;7;3;3;0;4;3;3;7;90;12.56;3.74;3.393477131;15.56;4.273333333;20.23333333;78.48333333;7.99647684931435;3.19536796860459;3.94565744732085;5.53435066252593;36.9356224033836;17.1112259138305;19.7433678036949;44.3489082839858;1.91502956004775
783;BGM-1082;3;5;5;3;3;9;3;3;4;1;1;7;1;5;3;3;5;1;1;1;1;0;2;2;7;3;3;0;4;3;2;3;0;10.08;3.76;2.693747189;13.8;2.543333333;24.775;66.79833333;5.56312745590235;4.70529071156867;3.18049317112441;7.16168981371788;36.9814460477427;23.5338979132473;17.6464288040654;54.7779817770919;1.8833835785113
